sample_id,label,n_events,n_nodes,n_edges,build_time_s,peak_memory_kb
8fc5c7c6368650d79c6dd317e806c094269bc323759f49857ee67dc8551b2b4f,Trickbot,9,9,9,0.000023,
8fcb5b7d6404e76d72fa174c9929eee1eec131fdb5aeea9e4c9fb9c32ad8d554,Trickbot,1327,830,1327,0.002195,
8fcb77f2be3ee5848865bb21c503aadd6b9e91265f9aa6b79fd1bb2ae5d502cf,Trickbot,1239,854,1239,0.002217,286
8fd0a5a4e0a7a63e7750e10e08dce30a8914a798660a7780bcbbd6990a66ee71,Emotet,299,189,299,0.000418,
8fd7de8ee00b3536666d24e1da0acc2ceb4cf6159745df5513751e30654d507e,Trickbot,50,39,50,0.000077,
8fdac1fce0c9c06fd1570d083369246b179c0ff226929b29dc7cb03f3d01b9a5,Trickbot,1911,1248,1911,0.003014,
8fdcf4b6dd9a1aff054c558ebf5ff2f2fd5e1823234dbe405b93c9522f054f9a,Trickbot,128,55,128,0.000167,
8ff12c59e85f20e0d771b457150ee386578a4d71335f50b801898514fa134fde,Trickbot,43,36,43,0.000068,
901351bd26a9636e42424ec6690d61032a169e6005ff06aacf6cda675bc9c45b,Emotet,391,214,391,0.000587,
901d8c434d40285b5c8de6619d37d032c8f92724e81a5e5989fd76831b22019b,Trickbot,17,17,17,0.000037,
9020d680333f4b677fe56f0932552baaee5b919372ad6191d776348824556f21,Trickbot,183,77,183,0.000308,
9027394fa9afcf756959eea704bcff691fb8c5b38efde9a6bbfa250781c8941a,Emotet,330,223,330,0.000592,
90285085ed9d456d858730532b256f4371862d9fe2921c7d6d21d4510f8b2077,Trickbot,1866,1238,1866,0.003420,419
9028b236aed1f839b94376b2e2bea0661510e316dc64f7769f24f35c1cc19d51,Emotet,962,935,962,0.001949,
90381f4ea41d3804e14d38d730a77989e34f5a63e5419282517b408cebe98843,Trickbot,8,8,8,0.000021,
904d33dd4fcb9835be69b9da525c6e858e847cb0bf8889eeace150da2497eb5c,Trickbot,133,54,133,0.000178,
904d9b0d3ca2380539ab9b1d115877307c757772b51181641a423dba302c435b,Trickbot,33,29,33,0.000070,
905ebbeb988cea3a954fbea958bebed6cefa0686eceade781f316f360395b428,Trickbot,17,17,17,0.000035,
909dff9b442a1b38b9529a48e3e8eb2ad167230488f83578cc13c3ba5f7eeb6f,Emotet,265,183,265,0.000457,
90b84d921a28feb786f29a2bedf97758c6622a03f66bdd6c4caa3d07d09247ef,Trickbot,1337,869,1337,0.002042,
90bc73fdab7048d29e518bc19eb25ef8b29d986106f88417138e9ebdebe7d5ba,Trickbot,141,71,141,0.000185,
90c3a7d8c4261137f89da895967cf6f44ef7f21f2d22b07e7ed5b8c620de0b59,Trickbot,135,53,135,0.000172,
90c9c16ed994206f568e048533ef15ccca3ba054d2be48e5618c09e7e0e1cbfa,Emotet,320,208,320,0.000558,64
90d2e8c1615437dc73ac254b5ea32bf566977d577a017cefc2043dcdab46d46d,Trickbot,101,55,101,0.000135,
90e298609a5c138baca2f102773c2617766ec708b9b28d5e76eeccca9bd3c006,Emotet,186,139,186,0.000265,
90f6577e32666a7fc21a5b041876b03f8789b6f4c8259540f7eeb33f755b9d91,Trickbot,1183,761,1183,0.001967,
90f8fbbc263d5b59bc60099f2185d674c1fe71ad73989807d0cd78e3240cba27,Trickbot,1267,809,1267,0.002086,
911e694a5ec066d6e18a1e20d91dca2e0440b55b961e61c995a738c5be03c7f7,Emotet,294,185,294,0.000418,
91380b088f71bcbf2280af718078349592574b827004517efb50cf2fdf55a681,Trickbot,43,36,43,0.000066,
9171ba1b4a046a5a0d66dba0881672f17371191b247fa86545ea3b69b4ed6461,Emotet,954,928,954,0.002008,
9172bac5bbfb48a05afb8f04a25fd2d7631e223fa44ee25c7ac73601fb46395e,Trickbot,64,42,64,0.000101,
9179c4e146b1c5f3975651e779c210bcbf750dbe80b94897edb4d1f4ef07015e,Trickbot,29,28,29,0.000053,
91a438cae865eff5c202c88febae665f92dfc60ccd2b30b948a6c4a6c6238fa6,Emotet,19,17,19,0.000034,5
91a6711cf2c3ef636a248ee03eca9d16f6b32c4e26335f9042a36974fc284821,Emotet,278,195,278,0.000500,
91b07e1aae8e16ac0d227d247c06524d3e8919f1fbf7bbb244baf061e56c0c59,Emotet,243,181,243,0.000367,
91c28f27b16f4b4106d2447aeef17e2c320c20d28d8c5ac95b41bd21883b1dcc,Trickbot,19,18,19,0.000039,
91c2dc0cfca1f5c1c5f416ad20298c73838db0557e8ed378aacbaf27cd69567f,Trickbot,2691,1550,2691,0.004855,
91cc4f0825711c8336332e7437bbd1c345f0d44d6ea0d509d4af58d8ade43b63,Emotet,1036,957,1036,0.001692,
91cd8c2a60b6f8c4b86d401cd9766b0720f6c766cbb23a82f754b0699199c6f9,Emotet,258,185,258,0.000372,
91dd2d3be07697ba5bdc19dd9266075dff3cd2e6805d2cae74ff6a56aa89f231,Trickbot,18,18,18,0.000046,
920c6c3b5f74f413334b9cd99e7c807f1c1d1bbe2041d818f22f195459a7148b,Emotet,52,34,52,0.000075,
921ab51323051ecf777d79167b17264b5e59e60106555a54b370fddbb8c18ab3,Emotet,88,24,88,0.000106,
92225946f7d42dd1b40d4ec48c60a0938f5a221b701100091dd8641fe1b53abe,Trickbot,124,60,124,0.000158,21
922891a7a8486408e55e1f4bde9e73e6baf5c04258839d7f4a591860d3370978,Emotet,299,189,299,0.000472,
922a65dc957b4ee73f105e8de75bde92018a01d138d7c3ac21679158ffc5787b,Emotet,1538,300,1538,0.002355,
9246194d25531451d05a84da0c737b905fc3e382e4dc7e6f9f158aad25bbbfad,Emotet,360,199,360,0.000660,
924886b51cf86851557033e4370908b3cfd64673c94067bd87d1f23f26629d79,Trickbot,8,8,8,0.000027,
925c75f9e93af445f69d3e46a71f9719d68c51d84554418b0a5830eb3e832880,Trickbot,98,66,98,0.000147,
926c5501e2a82ec4a102171e08f20377fbc379c2abc118cf28eb56d21f54c59e,Trickbot,116,51,116,0.000149,
927a8d30dc61b1723e04af229e84024ed6139aae8a761dc1f634707aa57fdf54,Emotet,193,132,193,0.000314,
9283ce9d8478dbbf3df4e7506aaf083deafdb0ac85d1d19d3f36390d88942d50,Trickbot,1912,1262,1912,0.003132,
92a78d636018895817a700de0094c3c32f654467c3bddfcdeed104d337cfb503,Emotet,341,199,341,0.000504,
92bddc6e0b788730928dcb78099110c091b80a0027d1bf43dcad97614372c479,Trickbot,49,42,49,0.000075,11
92d807d4121687c19ecb48b255365ac349e7f8b223704a11d6a0d128b00592f9,Emotet,56,27,56,0.000083,
92dd6d8fc13b1b4bf61c2593d85f147f84a1ed38c1b92a86cb450a386da900eb,Emotet,175,96,175,0.000232,
92ef5b6ac5acb6b8eb8831cabaf7105ca3b2590cb80cdecae12ebadab298281c,Emotet,167,140,167,0.000236,
92f93986696b0429b575fd9d0328296601fc3ebaf1c9524f61ff18d9fcab1727,Trickbot,77,67,77,0.000116,
93002bdbe83086df4a8d4e3d8b63a37f1b3a1ed1d762baefff98203ee17291d8,Trickbot,148,73,148,0.000252,
930aff5af53cba192f574e4d5ffd612ec0f3ec4af3ea6ea4b074d3990e697e2c,Emotet,1278,1021,1278,0.002057,
931c9dd45d45c648d1e8b8c3afe8a13b01d411b8fd341f4155a0ef9f6ae8903c,Trickbot,3232,1721,3232,0.005252,
9327db249d9d7578886b4b74456004a069c91e9c55d86848c8ff32ae552f89e6,Trickbot,145,98,145,0.000216,
934f23e8693fcc9d3742d134d30e04fdfd4d9192025f7ff3ea619a437c7f42d8,Trickbot,189,85,189,0.000262,
9352f33597815aed4ff9832521e28d736b5b90516509c597d3ea6eff06baf522,Emotet,1258,1036,1258,0.002073,317
93583cb965e14d370b6d377c702fde40d5434ccb28e0f819996e933de551068c,Emotet,297,195,297,0.000414,
93b596b618823e971cccd35af7d4c698111804623ab6604411406821e22f6cb3,Emotet,3,4,3,0.000012,
93c48bc859de3cd30365cd7a2bea8ec730d4feca64d61cf20a1e074cce90d1fe,Trickbot,1092,730,1092,0.001667,
93c68821eea7086225918c163c8480f2f49f3a6b155a221af7211c795ce6b32e,Trickbot,2683,1889,2683,0.005315,
93f0e83504251033cc9379021831241c4e57614e7a24a06264bc88fc1bbf333d,Emotet,40,21,40,0.000066,
9451a578f5bf4473956ba175a9ab41ae4dee2c3f4252c55fdc773830233536b9,Trickbot,58,42,58,0.000101,
9454ce2d04abbf2676d61cefa740b26f6763250a1183bbe662247e3a5c764bf8,Emotet,1128,993,1128,0.001889,
9464267e0c5e1b289c7ac44103bd5c48c11c3c81f3ce4fd4a15654280d06e949,Trickbot,166,77,166,0.000225,
94731155bc37a2b6150a6e8d1f25f825fa3174857d7de65d3ebc2d4c381f6e11,Emotet,159,132,159,0.000236,
948270fe329281c1a46dc0c7714e226a227ddfe6a0aefec98dc24aa1b48f5526,Trickbot,2959,1554,2959,0.004872,625
94c152ab4d881745cefd74988f4c4d8b274b7b0df24aac5eff820d5f27fa47be,Emotet,227,139,227,0.000338,
94fb8c2e1490778a6adb66526a503f3f04961a782e31a78dcbb8437ade897c19,Trickbot,17,17,17,0.000038,
94fcc32365999dad98fbfaec0a086e3343931582f256b51614fedb209ddce707,Trickbot,1914,1237,1914,0.003237,
9509544a07fc8fe6f88b94c92222b94a951bf42b534de4f794e2268de7268e4d,Trickbot,20,19,20,0.000041,
9524ef00e700c637e9755d53463f6dabf6f0dc711a0b6cc59f9ce20f559ac1ff,Trickbot,1370,948,1370,0.002374,
953370f5d06a9e68ce80bb3a50e3a7815bf1a5a89cd614de955ec7fb3fc2e03d,Emotet,39,23,39,0.000074,
954774445fe08c61a2a070f65f0b1675d2360e796752ec4e7db3ffd9cc411742,Trickbot,1208,767,1208,0.001826,
9568679386df9f80177720861fb95f81fd902832ac698d4406cfad38179a4e7a,Trickbot,848,751,848,0.001415,
9572afcd49b97f71601f098b0fb1f3f44207e1f30bf0999404ce2ce5d63ca8d6,Emotet,181,144,181,0.000265,
958dc6fd30620bfd11f4d1d1d3a872b211de389c695b0233964c6d9aafd9ba80,Emotet,1234,1014,1234,0.002412,309
9592111cfa915647e26f6bc211b512b0e3be318d6a5f6c15bed6e8db67a6dc70,Trickbot,43,34,43,0.000092,
959c1eba7b75a2bfa07d07c276494274ce2b483612642bda6d3ef38b08d44a42,Trickbot,10,10,10,0.000026,
95a9abd6306da1f28ff10bb748591fbe74041e38aff165a1d20d105637696b69,Emotet,45,27,45,0.000097,
95cc5b17549cdf2d12c6aef0437a16acaf9445abc9f734093c4f29458a9f0868,Emotet,225,161,225,0.000341,
95ea5d525c52ae5933869ce55f9b807c71c9e766fb96865a880cfc4736c8c396,Trickbot,8,8,8,0.000024,
95eb8b7a0cf2efc1520ad72da7ad712493a4df014221a1da0b2ba27f33252d15,Trickbot,19,18,19,0.000038,
9608dfaa0cccb1b205e15e4f1eabd08512651ff99923e4dfdd7a19ac4c285f6e,Trickbot,77,60,77,0.000125,
9627725a7dbf9683ca97fed540c30b9e62a63a9f3566ab9a5707afb792342cb4,Trickbot,135,87,135,0.000202,
96278c750192f982f65545fad2577fc6849daeb0d1ba1693b82935a85e9cfabd,Trickbot,1808,1227,1808,0.003022,
963d82704509dbd4a33c50a833fa654149bb38795b21f9c8bcdc5af7b1a77b58,Emotet,1115,983,1115,0.001876,293
968ee272681db2e8c14de9c13178f2d0f08dd95b8be9559f7413c0372dc51741,Emotet,2,3,2,0.000013,
9695f0fd6372c07b29b804f5562ed60dcfd7be822b28d03ab8322a8276921afc,Trickbot,67,55,67,0.000146,
96a507ca10941abc240e0a12856568d17b2bb73e20ad2605263f0ea5ea02b1b3,Emotet,56,28,56,0.000087,
96b61ab71e71ca8ea1c0b8ae1cbfc7028a59bfe2b4c9258249f0907860c9b1b3,Emotet,24,12,24,0.000040,
96ff8fe9afda2c41eaea1227c29b5d65f747b37fadac5a6e91c65258d745f2ca,Emotet,177,139,177,0.000255,
97154f25555306c59965a891ad45dfc609408fb00deb45f4819ffdf257ae2d2b,Emotet,181,141,181,0.000268,
97532c8a951c3e5e7808009a16ad5a35a97aa21dd121273364b5b3ccf8b5bb3e,Emotet,162,132,162,0.000335,
9785c70ca3ca18e8e6c00f2673f453b0c3c1c20f8cc074a9b4fa6e5164c7241d,Trickbot,55,40,55,0.000088,
9786b6b0268eaaf3e58751b5a471097f99558662cf5287149cef2b94f60de5d1,Emotet,259,181,259,0.000350,
9787d12dea8892dc8ff84007ef365ca4c218b82b454c8095d9a5671efad9fc22,Trickbot,78,62,78,0.000140,17
9799d23b926ef6cb2a80c3404b21815daf8778959e932741726903bee8466767,Trickbot,18,18,18,0.000036,
97a3879cd3bf736400b7acc60f9a9181da06ef9a3dcfe9631861d0c24960e3b1,Trickbot,120,73,120,0.000202,
97e10d59277f019f7addb33ddda423a8cbb93c7a057a250c12d8774bd959f356,Emotet,195,149,195,0.000274,
97e66883da5373d96bcc693020b4306b7c9f96e7fefd83c1653213626d67ec90,Emotet,209,160,209,0.000293,
98044e15dba9b9a53d414d9ae5b55490579b4cb254208dacc4bc88309e102aa1,Trickbot,1091,768,1091,0.001782,
98069ea395289da9e0b3ac14d807b8cfcdc0e4b3ca583a59a5e61d48341636a4,Trickbot,83,62,83,0.000121,
9820f44f962a2b4e7ba2be1fc93b7eb891f29b920a1edd37b5f144b9b85d7b80,Trickbot,1126,728,1126,0.001777,
982a0a98395f220c15d6089c6b1fce3ac8ee62c352a648d46eee277582692bf6,Emotet,252,160,252,0.000346,
983ae76e0e30efe6d81092da7b7670e60848da8ce13d372b04af2154f327f297,Trickbot,42,35,42,0.000065,
98532f47406f94f1451b02b5b4ba05640da850e45b16f4e7be33b9ce89d78759,Emotet,38,23,38,0.000068,8
9875d23bbcb7390266f50db4f3cbf394734e4cd631ae02291da168ec4ad07692,Trickbot,14,8,14,0.000028,
987ea7cb66fbc99c7d9c27ebda1656dc5bf5f42b3c0bbec79b52bb1d2cb5233c,Trickbot,1840,1226,1840,0.003149,
9885d4113f055f407a8e1fb00689934a07d5f804cfb4cc8d0c5aba201a571ccb,Trickbot,51,35,51,0.000098,
988cea0a28648d8912c610532aa308951675c8f5021cfac81b0a54c429c9dad1,Trickbot,78,68,78,0.000116,
98a7b6c06daf06711cca53955d7b4f74d18197442c426d745421bdbd802d8ee4,Trickbot,92,39,92,0.000117,
98d11545c1ed692f883bfc95f0d77b29b6af0c463fbfc3daf95b8540fc17f7d7,Emotet,981,939,981,0.001640,
98db0cb461593896139d87a43cc41850f1fb56259317b783fbe59850051d6016,Emotet,270,187,270,0.000412,
98fbfc0cf5e4d38213ae5bdd6df50be5109a06f8791296f3ff6c99dd87dd4772,Trickbot,56,44,56,0.000094,
990d0956926ae3cf136fccd78c51138d4b12d35bc7c4434b9bacfe852c50ee66,Trickbot,82,43,82,0.000123,
99157a3505fe3a09f5eead0e89c2ea908d877f0029b81a5d8dcab29dad00273b,Trickbot,46,37,46,0.000077,10
99177747a7b37895447e634865e8783de3a2eae432a0c8d4a3b0a24883ccf34d,Emotet,32,19,32,0.000070,
99192ff0b0c9c78c14a5e30514064de8c72dbb9bc7d935f88901717898848398,Emotet,249,181,249,0.000379,
991cf258910170bdc3b8a15aca926d0d9a14509221a412fc352c5f75abc95797,Emotet,47,29,47,0.000088,
99204bc3360c3e4a7d82339eb460d4c1e322804f332934ffaba51edc0a53dab0,Emotet,139,88,139,0.000213,
99431201b49c295288ef11a10739a1e3bfe9558fb7542e92c194d979cdb3a3b3,Emotet,1083,972,1083,0.001899,
99468529b4ec53f8015ebb8263d08a0f5bae8402c8b93ebf765d98b4ee05266f,Emotet,248,184,248,0.000440,
99508d39c4622af8a7a4019e5c66ff1a28203546fd6190bd18fadb3a0393327a,Trickbot,60,44,60,0.000088,
9950bc19322c88c9436d93553605e265ff723f48723ce47ad707d5554813c7fc,Emotet,147,129,147,0.000219,
99525610c3ad2637db1ab737f1a9576bc001267f41071c3b288b17d0b9bb1f68,Emotet,37,23,37,0.000057,
99a3cb73c0db32982f5064e0c63b89bb82295c15ca9d07ebddae48ebf22942b4,Trickbot,16,17,16,0.000035,5
99af7caeed9579618bef7affddfad8bad7b12432499c30eecd39c1758936127f,Emotet,296,195,296,0.000484,
99b9185feb13a2f0b1ab0d773e414a967fcda2f5ac8635b2c642ce9d1a023f27,Emotet,265,182,265,0.000359,
99b9c7ea664f5a052c16f2f6e54ece5ed70cb04612301424f6008d9872959369,Emotet,359,231,359,0.000510,
99f8cc488ca9a1e4bfdb1ec7cfb3add5e6b4adad544308593fb11834c2b3689d,Emotet,145,91,145,0.000209,
99fdbb64980e81f6f9a8b94d1133b59c3370af2740b85b359a1c75f891cb02ea,Trickbot,1470,1000,1470,0.002334,
9a053edcaec6ee06d6093f718acb15f5bc21c5b8407a8bfe8b1b865ae8dba2b8,Trickbot,74,61,74,0.000138,
9a133b102de6b5488ba148502a0fd2565ab3f1baf33f55463b80f564b133c2a1,Emotet,38,24,38,0.000067,
9a25a522628ff7e3a05beae3796392fbc59ab4571a68a0e403b22a10de7b1bb5,Trickbot,18,18,18,0.000044,
9a448adb839c7e9a234afcaf125cabb53337ad5596eae391633c42bfd0993151,Trickbot,85,71,85,0.000142,
9a7f4bb0a5db8209377dc475c8f56c679552b35eff06751db8ee5f17a509813f,Trickbot,201,104,201,0.000313,35
9a9827fee5d2e23d9cd9d1c278c6e8eeb16c998e47c22da526f6b7a8c7f4c0d5,Trickbot,1933,1290,1933,0.003614,
9ac5805ba77f5d05d85f2008e46da246caad5bd0ad1e26b5490e3322eff7136a,Trickbot,1870,1232,1870,0.003116,
9acaa4999b0709f512e4c199564b37845732588ef1c34cb0ec5d1fc7e6bb1d20,Emotet,310,192,310,0.000498,
9ae0a4e80324394e052a23b4d2dd156a9572fce572e2bbe123d93dc5c5f12540,Trickbot,42,35,42,0.000076,
9af10d8de8c2e0d7c62d9594c54f64b59102028884605db2429d53cde6ab2f03,Emotet,240,148,240,0.000344,
9af2646feca06e28124784f8930fbd588552090168a3f18112be7b072cf67c58,Emotet,410,11,410,0.000447,
9afaf77ce0d9056b43931abedeb4a109349ad1f59c2b03d93cca0d770c2aa041,Trickbot,25,20,25,0.000051,
9afc31cb9dfbc97c44eec7c333d0a484bb1a846d82d50357510c858b972642d6,Trickbot,29,28,29,0.000057,
9b02a605cc3fa59d36786885b3311be1a176b83bf2a20fef7aaf6e4e740162f6,Emotet,393,211,393,0.000663,
9b1559ef564419388ed9c67da5641f9ac5a9660d79be2f212194118c77700663,Trickbot,1046,724,1046,0.001626,247
9b1e00fff150b5840d0f0de03b86255dbf77ad426f969ee15e5c6a3c66507f25,Trickbot,53,39,53,0.000088,
9b20887dce40eec53463da1e43c1faff59176db36b94ea1fb324a5133626c34c,Emotet,32,21,32,0.000056,
9b3bd7035b8f8b342d48ae94bfb091f64d2ae6cf531f1a3ca449df422c94e4c0,Trickbot,1899,1260,1899,0.003265,
9b60a3309884a11f07956c476303858116654dd2c96b10c849473a5708e74995,Emotet,174,143,174,0.000277,
9b6250cf9f0ec2460ffcb9294d14840e048e54070f6c5479f3121e63a9918a8d,Emotet,333,200,333,0.000493,
9b88723689a6359230b52b4ef4781f6f0da94fe047c5765e2f499b592fe45377,Emotet,285,188,285,0.000411,
9b8944d02ca2e0b5d58fbfda6aabeb89c402a7e89b3acaca00496416420f7971,Emotet,271,185,271,0.000432,
9b8d610d31fb4060472037b08a7f9e82d55efed17dc4cf334e9a2ccff3cd285b,Emotet,177,139,177,0.000322,
9b92009b8c263859a154afa34952fd43ea31b5a947a6d5ed9a13ccf2f8662eeb,Emotet,278,185,278,0.000407,
9ba24efa3e2cd8b131038b601d8467df4d7a064c51607b60c56980ab224123c7,Emotet,144,128,144,0.000236,32
9bb2d82a6ae939fa52252282791fb2f5f2189fa1e9fb8e607d4481cedd10cdeb,Trickbot,41,32,41,0.000088,
9bb733c88dfd489896ae31c59397d9feba6322f3ce55ddc966ba2a4541d400b9,Trickbot,8,8,8,0.000021,
9bb7d877cdc2bc15c5da38357ae0e5ad6ed4a107aff2efc84e3051ad4d35e6d5,Emotet,283,194,283,0.000566,
9bba87cb6add739e1763cc7f8f97630e3761d640957495317c297ce8e7c6b1a3,Emotet,12,11,12,0.000035,
9bbc84e502e7d8f6b6eb1f19ee27fc57590bb3d46b7b6f9f299fdc5ff80b66f1,Emotet,221,163,221,0.000410,
9bc2bf670d25d16b25683f93af34a75de3732a53ec119a8cde5f3bcf00326832,Trickbot,198,113,198,0.000320,
9bcba109b193649b69a520cc667acb6678ecfc30df32cfb7cb0bbb9d3313f28b,Trickbot,1209,745,1209,0.002024,
9be13c750e10e3937f12f305fc6d34b5b1b6dbf1f151a5a32b901e0358aabc51,Trickbot,1166,753,1166,0.002066,
9be9e852723853c486c91ead24397c8ebac2dc43313ba734440d0388c130b5f9,Emotet,273,173,273,0.000437,
9bef839f5926132e6eeb254673354e7114e038b1ec5d7cfcfd36bd9cae4e5233,Emotet,1163,999,1163,0.002063,300
9bf9014e9db112c79ac5c0cbafcd5d8b11db360904f981f420ff8ca367a816ff,Emotet,59,35,59,0.000089,
9c129da79a8fb3658fd590dfe50e99c541955ca4ed085d809c39f43d36a00575,Trickbot,1400,902,1400,0.002320,
9c12e688be582259b62562e4143cc0535b59c0485bd68aade38bf9905c2254ba,Emotet,266,171,266,0.000447,
9c22e1419321f4a2ced659362a31cea53c4c80e4e6cfd65c8ccd1e8deb1c71bc,Trickbot,1814,1210,1814,0.003146,
9c3c019719f2d0e740e83ad1d3bf0d3d3807ebc50e5f2a01698560e7b8c58605,Emotet,237,186,237,0.000402,
9c44b814dac07eafae5971e3fda8722bef713c02ffde61a3c0476fddcb63b97a,Trickbot,123,93,123,0.000179,
9c8c716a35ea344b8e0102c4ad2ef0ea0b3f8aeb4e9a743cb0b0ca0bb31b46bb,Emotet,981,924,981,0.001889,
9cb244603fb6b88ba3528500ee26a88428e8f93e7f761fe264b6bc1284a08d74,Emotet,158,131,158,0.000255,
9cb2798374d823b32a178025280bfea126adfd3c805be5a511f5a0c7f7b8e17b,Emotet,327,207,327,0.000460,
9cb38ff8c358af2404f8734a907263f1eeeeeb50e7b0113c09d2645791cbe019,Trickbot,1978,1288,1978,0.004045,440
9cba765e9b42a97597255ca35aed9e908199ebed38f38700a371dbb15fa4b737,Trickbot,43,36,43,0.000090,
9cd0a5efe7a6b1c06a1de7ba9103162de32ad1b10dfc6db518674c24457120a4,Trickbot,145,88,145,0.000201,
9ce41f03f0bcd2ae67d2e67b1274c0753a32b853de9d0180aa3b6910cd51cc91,Emotet,280,189,280,0.000413,
9ceedefa87997faa293e0d3af665b83b0e2cd36ef9cbe7b0a8ca5ce6d48a604a,Emotet,2,3,2,0.000016,
9d1fc6d9a736aabd552e46eeca17073382264a261b80b38a51e9244c7f9045be,Trickbot,140,101,140,0.000198,
9d4a2c87cfe87b7f2700d209a151dee156749b19a48c228e2811f866d962345f,Trickbot,2148,1240,2148,0.003951,
9d4ba9e5c6c06c42e7fe8c1cc80945f3cca57d438ec6603b7d85f18c4defc2e1,Emotet,144,89,144,0.000246,
9d4df403c7f8eb14d323a9e3bec9c0ec742ab5319bdb8df035876c166842277e,Emotet,52,34,52,0.000096,
9d6820e268ee7566f3f0f124b413a47569ccf5e97a0cdf3313f619f160cf6a7f,Emotet,1159,981,1159,0.002106,
9d8ff5d8ddbe9ff65545f8b2969b4087cca1671bb0ae240cecce15507463937c,Emotet,196,148,196,0.000339,40
9d921120b92f64831d844068510eec7a5c79cda8248d7b1dc2e58fb416ff9624,Trickbot,90,55,90,0.000128,
9da0c1f4915a60fc796e4e3e595fb11ac87833668a3fd1126a578071ee99677b,Emotet,194,173,194,0.000329,
9da269e9e7b1268c3b7e19b7707327bcc164ba3fe8466b876f6cd341a9b7ac22,Trickbot,43,36,43,0.000071,
9da2ef5986007dfbf8a22a295f879bf75bac25dfb9160d2202ed776389f70231,Trickbot,1810,1221,1810,0.003404,
9dc969876d0b552ca2645d1a75ef9814c714465a343210602d7e83c35a213aaa,Trickbot,147,69,147,0.000203,
9ddd84a9323256714cfdec753f2998a4419241c933c4a33478fd4f9894459abd,Emotet,297,183,297,0.000390,
9dedf4a2df78f2ede7fb602508ffa4c0680bbc0fbf4b2468f28784653ed265e2,Trickbot,1223,770,1223,0.001898,
9df725b1ff880adec8552c8d49fc894be57c21f07907d200528ca0e5aa352de1,Emotet,268,185,268,0.000401,
9e0a986575608fc2d3b88afc9f00ce4a1cc9cac5d876c601ee7ee0900d40bd56,Trickbot,17,11,17,0.000030,
9e189c42bbb647d3d729bffcbcbbf718759fd0f55c56d8e681120ddd7d0022d4,Trickbot,17,17,17,0.000034,5
9e3178fcbe69f18e6e3c8c71664202dc74dbe20fbbe2686a5e25da27a90de250,Trickbot,1162,763,1162,0.002078,
9e46fb8cc4c291f7364a68d16089dbc5fbbd2b78ea34b035398ca33cf041ab51,Emotet,177,145,177,0.000289,
9e47e29b44fa13e25bf0590f96a86111a3e751bba8eb67ef28218c485dc732c2,Emotet,166,136,166,0.000302,
9e617b0e1168f06a223546f5221453e38c77df3ecabff196f8ccdb4d6ad04447,Emotet,306,190,306,0.000520,
9e9ae65fe718a7c19d23b8e45a5ec51c8d36dce40dacd8aee58c1040c85b2d4e,Trickbot,52,40,52,0.000080,
9ea3d6233e3c4171c79f53dc5226985efb125d0052695c601a31cc36430dfc98,Trickbot,8,8,8,0.000018,
9eae8e6abfb057b61e5453c8d06b1a05ec4997759af7f5855280940222a7786c,Emotet,279,186,279,0.000388,
9ec80864d13d4f46cf0d50b0cf5c51a61cbb8d54f95c035d249d9833117a61fd,Emotet,984,935,984,0.001831,
9ecc794ec77ce937e8c835d837ca7f0548ef695090543ed83a7adbc07da9f536,Trickbot,75,57,75,0.000114,
9ee385c4b80413f25876f71b2e66b666de39651aaf9c01b88bff4f969a3305f5,Emotet,318,195,318,0.000570,62
9eebbeb11b52be800741d52a32c0d01259cac02f489658ae36a71c709f4a0b04,Emotet,86,45,86,0.000129,
9eedf860393c44d198f28bddeb819b881377cf0f1826cc1a3cfad345c81f3060,Emotet,300,189,300,0.000466,
9eee2b836fc563f3addb14d990160c8802d7e2046b6dc80a43e27772cd39c6de,Trickbot,50,39,50,0.000078,
9ef3c616b17edd0ea96a417d2b9355602877430fed9398b7db16243f228e68e8,Trickbot,77,61,77,0.000161,
9f07a144f234057f2de38a76d540e9562c153ee7496cf8fb8f869232444fe75f,Trickbot,1341,897,1341,0.002080,
9f1202e881a7ea742144268905635d0244ac38292e24dfebb2d771cad7c500a6,Emotet,212,149,212,0.000317,
9f357d6852977b099356b451e9dff04a3768e98a863c2f5fc91e64f976762611,Trickbot,17,17,17,0.000033,
9f3a39a65ccefb23c05fb2151ef02950ec2e9a441b9ec412a4d7779bf6dc086a,Trickbot,186,109,186,0.000256,
9f3a7efeb46f72dbdacb07e409a23cc78055eb7d5c0dacee9d303d1c49bc2540,Emotet,326,195,326,0.000447,
9f3b46664b46805c1df9dc2f40a52bae333a8312d8acd7148fb3059df2cb4889,Trickbot,1872,1235,1872,0.003414,420
9f3fd1821c012ebff0875bb399b976c9aec81771b3a5ca92b13904cf2cc83686,Emotet,80,27,80,0.000102,
9f4b4d9bac1de776a87d0f8aaac913a400ad1404156e25c969337c22fa218087,Emotet,973,943,973,0.001625,
9f53096b6fa669132a94ba4b2d95bf1803b685b76b49e82844625fd998fc9980,Trickbot,167,80,167,0.000227,
9f5b739965c6d96763cca8ab3a9a08baa7c2524660828dd3b6413b71edd669be,Emotet,150,127,150,0.000221,
9f6483a1be8e8fc661f1532dd26fd449db1d20e4ff2451fe00f46499660c5960,Emotet,345,204,345,0.000489,
9f6dd1100e4fcc914919c4878ed93ff043238fa324eee26cdcc270def3b77c00,Emotet,287,197,287,0.000482,
