sample_id,label,n_events,n_nodes,n_edges,build_time_s,peak_memory_kb
2e26453cbe70950db2ff2866374eb65199158432518df90130d616d2fa0dc0d1,Emotet,270,185,270,0.000391,
2e27870cd7456ae4b1065645330af05d45d03e671808d9c53781f7ee8620ec6e,Emotet,38,25,38,0.000068,
2e406764fd39a287faaa2ae99c51a54e8a43a706b6454e9324831a6c4050185c,Trickbot,50,39,50,0.000086,
2e4f01a25f0de8141bc824b45fc0987a2c6132dec8de2309475680d83f7189d2,Emotet,245,178,245,0.000400,
2e6425998128d698b075b70e1b0873f63571718018d8054a58e036ac354b0d78,Emotet,188,143,188,0.000301,
2e6f9a245b888e02924700576074168770a69f5574e3503852fc9b5097236422,Trickbot,16,13,16,0.000031,
2e75ebc92230a7f9090082ac0524754ac5ba57d717e2eada15c3e33941656b32,Trickbot,72,54,72,0.000112,
2e8e53060326e2dbb9376a7236efe4e6b8709fd5f54b9d7770233fd090f1f17d,Trickbot,81,67,81,0.000120,18
2e91ec3e1c5fda89c6b98d04a2f5c5b4aa7bda509934b52c73c913278b15a2b6,Trickbot,82,60,82,0.000126,
2e9a3bd7689d51b80a1a00e24103fb8eaf9af758b4bdb3d0b4d4ca65b9480573,Emotet,263,184,263,0.000362,
2ea0b9a2d8776d199618f232d8c80e4d22cdb4e162234a5e111717c6aa7340c0,Emotet,148,127,148,0.000245,
2eb9e07aac25b467f4f4b5634bbf656d59575cb92220b646243fbab71f537456,Emotet,285,185,285,0.000417,
2ebbc0f6cf8ad0a2c6e78d7fdaa76493546bf6c5b4f5210293c2c8dd8ddc0d7b,Emotet,27,17,27,0.000046,
2ec2418c6f1bbd294466e53164c66818952a972b5c68ded2a8ec2a4e19d75c0d,Trickbot,1848,1206,1848,0.003396,
2edee4e85107447c1dc16be136d582ed1b5f1677a99db74b0ac5ba83b6f2ddc1,Trickbot,1923,1276,1923,0.003362,
2eea216b747eadec8f346f206b2b3e064c0e2ed4b4d8bf81ab4295cb35e9689b,Emotet,156,133,156,0.000246,
2ef2a9c03fdf69f3619977196110b610080da37c5f9524d08eafe675ecb1af64,Trickbot,80,61,80,0.000136,
2ef7761cc2804f6eef1880a7de65dced9f2bf87e955bea43f76419671953cf5d,Emotet,303,199,303,0.000519,60
2efe3a78e782d3c11465de157d3c31b5f213d2a01b52dd2426283c608b6b6748,Emotet,241,179,241,0.000377,
2f2b5982d45ffcd8acb32c8ae90671bc467f781474844e7b2f1e98f17d59fb48,Trickbot,140,69,140,0.000231,
2f4fd81921f20c1f5f0f51ebe13d04f63806f30f2cd5d4d229156409acd36666,Trickbot,84,73,84,0.000160,
2f607d9cbcf595991d2e80139204ff379a126e71d076c269d21a55bdcd0857fa,Trickbot,9,9,9,0.000021,
2f7c96740456ee7aa5d7c0fc29657f4e0802bc0b0e75daec693c945556f222b2,Trickbot,1882,1237,1882,0.003089,
2f7cf11532a3b54c4106385d7e1e6f5fe6dc7e89b548b4c5daedc24ec20a0b4e,Emotet,160,134,160,0.000229,
2f8ae451c18767acafbfa8b9722f3480101e76a512b4f58fcf66abd6d4495eb2,Trickbot,841,748,841,0.001370,
2f8b1a55db846b8e50a9d2ae7cd623e7d87e9b60c10f5161d357f4203ad1fab4,Trickbot,1162,755,1162,0.001816,
2f9369b64f1c955eeb5d1e013086fa6963cd1ccf95b78ba9a49711377a6d0d8a,Emotet,365,230,365,0.000547,
2fb2b7ef5b671929f8300d3850f216fb0b4706b18a1b2c024985d357e76e3fba,Trickbot,77,61,77,0.000112,17
2fd46009c43a0769b1136325877ad819b733fb183db48a3075d3c38d8e43756c,Trickbot,56,44,56,0.000102,
2febb65aad750f76d38cf94a49169c84640ef2fc71beb1396079bb73f35b601a,Trickbot,19,19,19,0.000037,
2ff1664fc6eba520e597f649ad741e5ac8ab05e0adc621f9526ed9b0654e535d,Trickbot,98,59,98,0.000146,
3012dbd0203a0a13090926f000a4661c4e2aa0c6b47dcd9bb3285d895ff462c6,Emotet,189,144,189,0.000267,
30245b1fa463ba0ae9cb496945dc439edf0b7193ddf4196861a352bd7c9f0927,Emotet,281,192,281,0.000393,
30663dd71bd8ad59197d95a61c5bc54dbd01e34bce33937a515d12c051959b51,Trickbot,888,715,888,0.001453,
30774d22fe3a216a1e3362d35b5c4a15985fcdd47242650deb4312bd8bd3bd9b,Emotet,195,142,195,0.000296,
3082bf7218a724a6051aee21fbebc9caebf8352e5e6bcb2a7f1e74dc5aebe926,Trickbot,152,93,152,0.000216,
3090202e82631f63685745e06a4dbc52e13ebe69813b29692f319bbed339321f,Trickbot,42,35,42,0.000074,
30947ff8c0102f9c282497bb80760640e4ae811cbaecbd87cd384cec9430d716,Trickbot,122,71,122,0.000182,22
30a5fd305f2cc0c26a14ee08cf7f1acdacc5ea7fcbb098ef9dfaf18b8c41108a,Trickbot,1805,1225,1805,0.003117,
30a6a77796afec5c8b6d4aa718644a6877a40eb188f178f5af4aaeae776028b8,Trickbot,108,84,108,0.000171,
30c4a2ea4637f3af92b4c024d051c19f1ef87068997eca57c778eb40a7fef13b,Emotet,275,189,275,0.000430,
311940247b73ae5874a56a23ed91f31a0d68a10af26a2c1e173d12a1388b3ca4,Trickbot,65,44,65,0.000111,
3122e61f79db9459255e29a28e031479c2de51642e3d4e9fdacf9f9ddc8601de,Trickbot,17,17,17,0.000032,
313f6e9adf3ea40437f02a370556c0314f501154346abd7a9990bbe2fe87ce92,Emotet,180,136,180,0.000324,
315e62e87bc1c56b4944b9c14fcef8f496ad4ca9e07a8fa6ed9e43caaae6ad9b,Emotet,306,197,306,0.000445,
3172427a172f3d348a885a8e691aa9a52d786079e1d7117cfeff9dacea0d726c,Emotet,1056,976,1056,0.001783,
317eda2fd4e846776f7648280741854d7d36c295b171c4e3f25e74535ec74f8a,Emotet,1058,981,1058,0.001769,
31910e0718abcfb5a67a84a81584299ea41217e96464695500376c25c5b9639e,Emotet,275,193,275,0.000389,57
31b11408f96591b74349a2f07ddc6bc270d8ca142666ac83c71e11e535093761,Trickbot,43,34,43,0.000072,
31b37b38acb8488095d52a00a73037892413807a10de3148d0d3a2e522b2107c,Emotet,1063,981,1063,0.001813,
31b9d0f1f69af36be68b5ce1601fd73ae0d2bdfc4bdc9ebb894891c24577faef,Trickbot,14,8,14,0.000025,
31c107f606f8c4dd4e7f9a23d6f54f048b9635b24961286b495f04825cb152b1,Emotet,163,95,163,0.000262,
31d9bbb12e5edf4a3d038dab314ac18f42f8e030d6e9093f06b32b92e997466b,Emotet,214,179,214,0.000338,
31e0871fdc79404116bfc123883c1d9c59b2733addb43702bb1fa39b85681fd9,Emotet,333,235,333,0.000528,
31e7c8eb2a3242953aab99c22151422b3f0fab1f1edaa4b1ebabf8557d9b1048,Emotet,177,145,177,0.000344,
31ea3259dd105d4edfbf442ce876a341959f45abde775ab0b5b0b62111dca223,Trickbot,69,57,69,0.000151,
31f06989708e4246a7840907da855ab264cd74e9051e344a5f5200b78e3e1b51,Emotet,1072,992,1072,0.002327,
3210164740ba8b465f47c997cbcb996cd659d8ec362d07967d283071f217c736,Trickbot,586,271,586,0.000794,104
322847d957e928de688026a73335eef05b0e920261018f3c87616be33437dcc2,Trickbot,1210,772,1210,0.001911,
3249aa85ca32276dc782be08be5a20bc81b0e76e94865f0aa5d22e53836e4400,Emotet,260,180,260,0.000432,
32640b777321e41bdfd0a71d8138e6fe3e384f7977b05d6785043afec6555e11,Trickbot,1223,777,1223,0.002363,
32724a0c53bc7e5683e16b76d4d4c5196e8ce3df49f7a4348103a0de5bdd32a4,Trickbot,84,74,84,0.000172,
327c96786a8a18ab60c38b7c5fc4f237455005bc31c7c4b3835b72a2e665bb1f,Trickbot,190,83,190,0.000258,
328f89aa65c5713e85d896f1ad890b58cf5c6f97c97b8981d30ce28502bf2dec,Trickbot,16,17,16,0.000035,
32a3abca64a056ba189838b6c92436a97bec9931e06f513ac0fe8372ee7a210f,Trickbot,1856,1254,1856,0.003337,
32c55efafb3dde9538f8b21e45e0d4c01c44941552fb4e3b484b1a6a330d1fb9,Trickbot,124,93,124,0.000206,
32f68f3984d3cfc94e777422ce214c62a6f4785d2e4fda2ffc76262cbbd0a90c,Emotet,1055,974,1055,0.001983,
32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,Trickbot,39,29,39,0.000067,8
32f9015842e755cb3428c4676008a847ec5cbba7dec9093fe51c709e9300fe93,Emotet,248,179,248,0.000347,
3308ea4df1eda5afde4c5a2c015e1cfe3952690d38243ed5a6e8052af98cb958,Trickbot,1236,779,1236,0.001862,
331c9274fa6c42c30642e3adca515f62978fbfeea6c960b84533e034eca781ed,Emotet,966,930,966,0.001850,
331f54791cfdaa0ac71b0877ce45e12187b76a4f4099b032624dfd8df2835920,Trickbot,78,59,78,0.000135,
331feabf2110ba0a0909852bacaa14f9d6201e53a244c154bd0636111a25f374,Emotet,173,98,173,0.000270,
33243eb7eab24ecbb6bce2c26f55c1141be9a20faa59d219f87d2b5474291048,Trickbot,43,36,43,0.000071,
3359fe0e4178450e17726eafd8439eb61beddd2492993e9b7f98deb21ee00393,Trickbot,18,18,18,0.000034,
335da9afe2d181e67cbccade1c591eeec9a15634241938030cf2a3de9e298f3e,Emotet,992,935,992,0.001654,
33677294897f8e95e9c2588bceeaaccea9d47d4de7c4b6264088d95b346878b7,Emotet,1114,999,1114,0.002057,
33a9cd6d379712f0bf5ba8ecd57419627cb5ef3083090b96fc59154a9816b706,Emotet,293,191,293,0.000421,58
33af9d868fae5e56248c24e5e4599c54f16f882927e4b4feb5a7f3667d5c6a04,Trickbot,8,8,8,0.000024,
33b5c859b74861522f7512626b5441ef96df6fb6d9d9136bdae2848cad131db7,Trickbot,9,9,9,0.000030,
33b992100739b58865829a0c26c753637fc3bcc41f89656048941a623a12a4cc,Emotet,150,132,150,0.000227,
33cc142c18cf43572a4d19e111aea824ca74645f19c487c40f8d983fa3ebf937,Emotet,260,184,260,0.000390,
33d5f1890f530167b0bb74d2082e9a01f9be1de3bd6b24963f5c7de1d4552d8b,Emotet,18,11,18,0.000032,
33eed709eb06f57d371fa97097f821858ad4143900c7aa4c302ce190d51370ff,Trickbot,113,62,113,0.000149,
33f6274e3978859f8d19be5d29fdd9c8c0d66979a0c137b8b9f02b51a7bfc426,Trickbot,1296,826,1296,0.002010,
34472017cf62f23235d00c3c92c95c7795aef641dbdbd3c08864a8406f0c110f,Emotet,152,74,152,0.000214,
34653cb30791040f072abbdfdd9b7455c5c2159d3006b3e2488f48ea90cf261a,Trickbot,1168,753,1168,0.001902,
34a2c72f06e3f1e117dca43f2cf5146e2cf5b46972e15b6e726e1d4a9b13a58e,Trickbot,55,39,55,0.000081,11
34a5db7647d8829513e6285710c85d54f1c7325103bce19edd3761f6b3b6f811,Emotet,956,929,956,0.001905,
34c7b8b5f3db11cd187d77f7aaf6c793393e79c43e47132336a93c2f27f6616e,Trickbot,199,111,199,0.000330,
34ee3b7c8804a372d7496cde8af0d569bed2f5e0dd4b7fb922a253a61972bc9c,Trickbot,1243,809,1243,0.002348,
34fa5ef3bcf433c3734d614c1024eaff7c98b36121674a304bb108228a3e44f5,Trickbot,1920,1302,1920,0.003387,
34fc718a3411375c9e1f7eba94bef811a3022c16460d00a6dca98f056a24a9b2,Emotet,364,235,364,0.000607,
3508020279ffbadec4bb0e1884464e0d23cd93332271780165f0e7dac40049a8,Trickbot,2039,1399,2039,0.003661,
351d19815538bda5c51dc5c0fc8efb826ec8a55b443defb6ef29a9a2c1b66a2e,Emotet,171,140,171,0.000254,
3557cb69a7a2c73660518f6904b0caa6b89cd0668c6dec9da1d25bb68491848d,Trickbot,80,68,80,0.000122,
355b11d5b74079fbb0e4c1617623a95f05e953bdf464342a73d2f2e945cfe192,Trickbot,82,60,82,0.000120,
356fb942169b36c9f01fafadf8f1cb84246104ef403d33511b01379b5a1e0a19,Trickbot,9,10,9,0.000023,3
357cbb232e4a755572e953c581a800e6a4c4dddf0faa388d385ed2a3febf081b,Trickbot,2010,1299,2010,0.003647,
357f730a9c125fafaa3142192b041cf0012f0513390a802c94bc64a521f9b286,Trickbot,1216,770,1216,0.001916,
358685bd63f4e40864316f226a77e67fa99da1329feba49a6e2d99dd7b6a7a63,Emotet,1062,974,1062,0.002183,
358fbddd9b2c25f0f90bf4ee5df4ef6714db5795d60c1d8392991066e38676c9,Trickbot,72,64,72,0.000125,
35b66eca5e588f76bc3accb52f32ac7b69508687b7a8db9fbb77dbf3d4bf216f,Trickbot,8,8,8,0.000020,
35c2fb94da38d6c4d94db373cbc12348a4f64539ab512d405e992aa165b00fe0,Emotet,299,226,299,0.000517,
360df496f36fc703aae9c0fd9259e01a3d240c93cff039444ac58b26ec8b12fc,Emotet,965,932,965,0.001896,
3610cb0f60884362869116aa84b5ba5f83f51bc2bce90e382ded15ac0939726f,Trickbot,90,76,90,0.000146,
36129cd82ba21426c9a84fc3fcf04779320bd0e4b75c74c3c7428a26c5c7dcf1,Emotet,38,26,38,0.000074,
361bd4bb8aff4b81e03acfa7f199d79e6c7926d7c2dbe19379b80a4a7e85d2d1,Trickbot,77,56,77,0.000119,16
3624a652bf1d82ed48922e09d8a23151f9b3e4a1a43f5d67213929ee1ec2e927,Emotet,192,141,192,0.000359,
36306ac5cc44402bc147184c87c4d2e287e9d1ad9a2dc89b062a448538a1b7a5,Emotet,493,333,493,0.000878,
36346bd1e8dc25ab37546ad67852a4581d5ef2145d60afaedb9648a6015f5433,Emotet,272,192,272,0.000430,
36416ed32c61e58b4f7ffe318308c336e4acd7681a808533d3a65014edf29c9b,Emotet,167,139,167,0.000265,
36538444e927a393e2dab112ec13d2cbac5c067171575421160ce96947031d68,Emotet,400,242,400,0.000615,
365e4e6e43686bdac65bc774435f4fa37198e3323574794fd23962815f41b114,Trickbot,9,9,9,0.000026,
366fd30aa204c413f2a739f6c68ff49869d12021ddb395e89c99b40d6a08c4a3,Emotet,252,184,252,0.000393,
367964b64b83363362805824fae6732858f74f0e9fe527d6e9e05fe2f9e46645,Trickbot,123,88,123,0.000190,
368b9ae0f7f40583d52c2e17826852600ae4b196a222953c69fd023f1fec94b5,Trickbot,1961,1276,1961,0.003392,
369a8c517228dc07f2d04011f43684da0b33f1797d4daf2594c0ed23736bdb77,Emotet,1067,985,1067,0.001843,286
36a091d1f13a2988f12b423aab71f5b1b822a31eecb55f82b93aa6fa586c64ba,Emotet,362,236,362,0.000654,
36a3b6d61f019846c64418452a99c5f8299a4c36ecae8f315f80705268a7c94b,Trickbot,151,75,151,0.000254,
36a72ba5a380c2d46bcbda423ca7fdb427795fa1ba0a947817f177e590596ef1,Emotet,209,145,209,0.000324,
36c68609dc072d4529a62260e275c6019e1322dd9ed12da59edfab0376ca088e,Emotet,50,41,50,0.000090,
36dc24f5303d7be6e686e2e542dad55b6c0e687648c0e31b6ab58f9b90be60be,Emotet,56,17,56,0.000080,
36f4c067f907e1458ea080b8bccf35029526438a15813ccf4c1116d392ce8d9f,Trickbot,1878,1219,1878,0.003227,
370048a4dfd6742e949395f761eb78c73c49d45118e59f616ca8ec18ffa21566,Trickbot,1940,1255,1940,0.003462,
370799564028eba7361973faaeac806b11eece9f8dfd519697c7d13ba2054a0f,Emotet,169,133,169,0.000307,
37090acdd1a88753ed2eb63b45120b9914b6efc8650fc28e20e826ccfc3f870e,Trickbot,73,60,73,0.000111,
370f62172fbcf95169068fb4d9dbaac67ff75d8477bd91c526a476285dfa33e5,Trickbot,1281,810,1281,0.001923,287
37396a3bc172ed1c54b98b734e68221d087e13a17778b390c09108fb238aeda3,Emotet,44,27,44,0.000079,
373dd8e9e53082b81e18b033bd584dac25004e9c21870d4877788fa641494e8d,Trickbot,47,28,47,0.000067,
3754e817dbf2f074515e7b850ea7e7aff251b3d8b81129fa806fb3b15bf0a303,Emotet,185,143,185,0.000280,
375f66cf32075e54fad378faa8ddf8e92343b047ab735ef614d327b2fc52806b,Emotet,255,181,255,0.000404,
376908e0dece450e6024e93944cabe9d61019a408f46d1b89480511be6006310,Trickbot,50,39,50,0.000074,
379d1716473e2fa1316f60d3466d7efb0b61e1e05a21007dc99a8ead18fa7b35,Trickbot,82,60,82,0.000132,
379de4c679ad00231537de0ce227c82fd687610c914ce04072be589d268bf252,Trickbot,8,8,8,0.000020,
379f8949ad5abf62d7a4679fc044bbe341f1fe44939e4086d543dad9c3d871b7,Trickbot,1972,1326,1972,0.003549,
37ac81b3c677487d10e311ccf1c8555a99b97072b9bcc5f620db22cee9322b21,Trickbot,57,44,57,0.000109,
37b7a281b2a6249e0fdae4130055cd0e922e02db367c083c69b57a16846f71cb,Trickbot,92,78,92,0.000138,20
37bf9eff6c7b4e901274ec07b7ee5814e5282bfcf02d44b2c9176c200951ad90,Trickbot,102,47,102,0.000136,
37d9bdab80fb6337021947506c3ddb983336009d16353215c78d73f53c38786b,Trickbot,43,36,43,0.000076,
37e9df1c0b0c3796cf008b7e53000ec968f2432e2b74f59d39242d2adf8f82ac,Trickbot,43,36,43,0.000073,
3809b823f62f24b15da59821d9db39d45337d2d14fe5391191dcb616e0808621,Emotet,173,135,173,0.000312,
381f00ed5c142450b5a1174d47d4353927b0007ef6c95d68fa1b39ef4c77ba77,Trickbot,1172,753,1172,0.001829,
382211a6f8e46eab632187e4ece7efdc18b611c2f8ddca139029ab2efa7b5127,Emotet,217,151,217,0.000339,
3851deb85302b7e0ddf8241a3b9ac4ef0cf6887e2ce4af9e4fac6fba5429613a,Trickbot,117,71,117,0.000215,
3858e151f787f4bfc1a4594c58dd33d98e706672569172a4c6ef0eb14375e82f,Emotet,272,185,272,0.000420,
3872bb5129f94f5d356b2ab0ada8a829bdaefa5f55b376307775de2dbfe4e612,Emotet,293,192,293,0.000439,
3892dedd6545f8b446490c9b6e2a42f937830932269316dcf378dfdd20777b6a,Emotet,196,161,196,0.000343,41
38947cde0567af5805deb6f9cef18f8c997e627d49cd758688503130e2a02634,Emotet,65,37,65,0.000108,
38a269fb1d85d3d82ec4e3685b39de9f1d6cc76152f92204c2142844f5116fde,Emotet,73,62,73,0.000121,
38aefc7ca39ee0dd8e7802cb805c2c9397c5511d18612beda61a53b278b31d48,Emotet,337,210,337,0.000557,
38c1f44498cde82cb6d8ed6f0b1615d4499262a482696a2baa5388573e4aba39,Emotet,346,236,346,0.000591,
38caf9a17ff3693796f68eb8cdc8ec0fc8bd26984404555b1e8c534d8f31f743,Emotet,339,196,339,0.000585,
38cbfe57d27651d08ebf7df2cae789e571e29d21b7d37244a2a0d4b49f8807c6,Trickbot,82,60,82,0.000144,
391580f03793a700733966fb6646ad0848bdbbf334de0aca899ad0e026b623a4,Emotet,237,145,237,0.000318,
391e5e5edc7e71479878c49f741885f3e319598d7249de9392cb8a580679d3c1,Trickbot,15,10,15,0.000032,
3924880768acba4cd912a1d4d37f4473d7cca10fc0697362db8e83e8ed66286a,Emotet,381,205,381,0.000581,
3931ab29bb9719491cb7b4a2829adac423d145fb2407df812ce07d50f820a975,Trickbot,1275,805,1275,0.002052,286
3934f393625ac2cfa4528d4a0c953b6798fb99b76478c770e05db520008dc545,Trickbot,129,89,129,0.000210,
395be38b63e75368d0b0b219f452269c214e281f698a3ba9c11169b3acd8b65d,Trickbot,17,17,17,0.000032,
39681195dc90a527442e1b771421e02ed0f6a9570fbd1c84240848a8c692d202,Trickbot,25,14,25,0.000039,
397b984f85a23d3bb16f4399d131b5e4d8cd22500e470dd67ba2545d5e25db99,Trickbot,8,8,8,0.000022,
3992e959b882a57bacc051be7524c81c7a22f3d75a4383fb3f0ae1bb36d553d2,Trickbot,107,75,107,0.000149,
399f0feaca798089430bce155993cab0aa3aebdfb9fa1b20e134fe7c4cac5d88,Trickbot,18,18,18,0.000034,
39cddd228d859312addcfef55ab8305045e67160f0ecaffff435f7acb859520f,Emotet,157,134,157,0.000259,
39f575470c14e8cbac62d52abb6ad1ba88c90dc65a77cf2ed13fabc380cc3312,Trickbot,138,95,138,0.000192,
39f75b53e0dd4f711f017203f2454c03f7286a522c96df66ba43a0671e359af3,Trickbot,57,41,57,0.000091,
3a02c307a7bc8f4286eaef599df669b2dd6a39a1ea2fe7f36f89bfc1934706ab,Emotet,36,23,36,0.000055,8
3a1a3e1f908a77f1a6d6ae909e62a2c4c29ccc004a9ed94028e3552c60b14171,Emotet,52,29,52,0.000085,
3a5aac22bcd8c331e486932e9bede4b795b002e4df4736d5efaf411b77907b05,Trickbot,1783,1226,1783,0.002931,
3a5dfeddf2205a4c62fdf104b13b52ad654a35c0e755ce5b65a5216895479201,Emotet,183,138,183,0.000261,
3a62ac614e63398f57044de334353136ac0324a1d2bcab2daa709835757b4fb7,Trickbot,56,48,56,0.000106,
3a751d49df941934ead47e8bae6b9895d59f3d743c48c48ec8afb5c4ade56a89,Trickbot,42,35,42,0.000063,
3a87a46107f8b65c52c0fd331bd677fc296f11da67969bc8bb7f69ee25e64978,Trickbot,1188,750,1188,0.002023,
3a8eb38895ac16419e73fae31cb0f7b7695be52ca6f4c49bf8ab447f80b98e36,Trickbot,100,48,100,0.000134,
3aa4141b7d7f0fab98975ccf83f781e3024b81b92072511d43bc59d3750e68f3,Trickbot,104,56,104,0.000138,
3ab230c878caf159cd37bc662f7ba4ef4d7fcef71cc539ebb697fe40b521bf8b,Emotet,250,180,250,0.000433,
3ab3770fb721c80f4669278e9a469f87011dcb3acc042e1d72d42138090630e9,Trickbot,17,18,17,0.000045,5
3ac13e2cd956aea88c13bcdc969f83f6a6348c251363f0c599bb9e7152467da3,Trickbot,1225,775,1225,0.002264,
3ac3dd43ff70875b4f1e49a37fd8944ad20ce13d8e3356749c1c57c86453b7e9,Trickbot,17,17,17,0.000037,
3ad3f118ed2d7d50c25ad1e0ffa2c54c7f769b68fb5e98013f50bb5b6d2ff1c4,Trickbot,1440,873,1440,0.002355,
3ae7569232536ee20d0311593b181b8e68b1c33042c69843ff13965daf735971,Trickbot,1167,752,1167,0.001850,
3aee72d5f12b96d1fd9dd265b13cea546c574201fcbed6006b26b0324276c6bd,Emotet,266,183,266,0.000383,
3b0aca69fed80053954d223a63689b04a539e5defa76eb364d5a869de8f8f475,Emotet,1078,986,1078,0.001842,
3b23699e900605e259c379e573822baf3dcce57e57629a8c5925c288c7a3fd93,Trickbot,10,10,10,0.000024,
3b29b1bb56ba907369f851e9a22f5f21dc272f9f2d410c0e6759a394722a131c,Trickbot,60,43,60,0.000109,
3b43bd5f55fe0c96c66a30ea97d58f26850127d272b728307eac733344d029b2,Trickbot,17,17,17,0.000034,
3b55a6236cf9df0396e0721319131d6dcd0d505d5f7a24f8e23150920c0c3d70,Trickbot,124,93,124,0.000220,27
3b6d41db6d61e892d64471acaf28511360ab3312aa5c95b023e0f35a62ccf590,Emotet,265,183,265,0.000369,
3b84df99ab9980cfb87380d48f8819bd217eea2553e3e3d2a2942ab35a1688e0,Emotet,225,148,225,0.000318,
3b91fe2918763fc91b421159b47dbfa93481d822403716f302854d7d52dc0976,Trickbot,1245,834,1245,0.002277,
3b9fc6c86f5bac43b2dac20f206fc0e0332291e1dfdf60abba300350d48ec47c,Trickbot,63,46,63,0.000126,
3ba7af3f44bf94b58f48cb1d8f7a368b55f078e0eb8202f1568a80037a9ed7e7,Trickbot,9,9,9,0.000025,
3bab2115d649bb01ab37f83bb216a3b795828e65bfec6979c00aac5bdd60051c,Emotet,166,135,166,0.000277,
3bc8049a56b140068ffcfffbac90176e04430d114dd6631c1fc4382b48d71376,Trickbot,17,17,17,0.000032,
3bcef58398326c5b0565ab7011a5d215fdf68a121c8fcccab499bd2b8113694d,Emotet,221,149,221,0.000297,
3bd13d1998a4f7b71eb5c043e1641ee5ee828493fc201feecf84efe660f36376,Trickbot,60,38,60,0.000112,
3bd631c558591a9bbe111575c6a87d21ea2226b991c6a6040e792f7c62ffd3f7,Trickbot,172,81,172,0.000221,28
3becc1928b06b6419418984ad71034b11bd3f657269ad6de108f6909cf7f31cb,Emotet,1098,1006,1098,0.002176,
3bede3240e827c532b10e27bb47bd03c02eb69380ab38561b305b59dfc8aa439,Emotet,157,130,157,0.000286,
3bfd4b52f1d0e1961306bbc0a24ba79969942b8209cd2ea9b6034ea3a0361350,Emotet,287,193,287,0.000539,
3c0e758ea20395eafe57372dc7c29ade2c9cff9e9f0b8fbbae23b2cd482cef2f,Emotet,317,196,317,0.000465,
3c17ef0d258c21bc09a3debf4a79d380457199ad42ec226003883429e1678bb7,Emotet,191,152,191,0.000307,
3c3aea25ce8074633856a3eedb52a9e59e6858605cc0247d8fa28b61ac3be34b,Emotet,30,17,30,0.000062,
3c540e3455fc36997c0f6fe27ea6a5bb4b8cb9a66ceb4a0e96e498e290d5d71e,Trickbot,17,17,17,0.000045,
3c5e9f5628f9066844d7ed893e78ce1f36cae24ea63a57e72f544aaf2c1b853d,Emotet,193,139,193,0.000289,
3c68c15f0984bda59771e7b5d4ae91dea23f7138083be716716f37aca987ffe8,Emotet,300,227,300,0.000477,
3c757dc8d101d66c7c3424bbfdba05026befe5f2c071edebf23ec74af21f1723,Trickbot,50,39,50,0.000098,11
3c84208413dfbecef7788a4f51a89ed249033b37ab7f21321c1b1364428402fa,Emotet,298,205,298,0.000543,
3ca5b6e38bbc7f6389ca9f53d221bfecd30de177dafbfacb023d4c6d28c87a7b,Emotet,281,190,281,0.000449,
3ca7bc091b472814d92bdbf51306d0805c98a4fe7dd7c1df6e0ba5eb4545b097,Trickbot,1867,1294,1867,0.003385,
3ca82d7eb908ec27601bf66179802e1fd83911f1e74b47a263c70796cbcf346a,Emotet,80,62,80,0.000174,
3cc0932d669b9bdc852315993c87b3e9063c2db045e40dbde679311ede2737a7,Emotet,49,31,49,0.000111,
3ccf9f4a247432c8c2af05197a486d65d3d3ba3e03b5a3900af38ab6cee9f96b,Emotet,152,131,152,0.000377,
3cd11df9e2af44982a94b0831508741271b804195cfe959e0c369d5bef29cf55,Trickbot,1411,965,1411,0.003599,
3cf2e0c8f9148f98be9b74e615f401bd595f9f9151c633d8cd3c00bd02526f83,Emotet,201,135,201,0.000334,
3cf7fe61c438e8a7bcd0474e06771ac11235d7953ca72f41837d836b2e7f58fe,Emotet,337,235,337,0.000501,
3cf95ddbaa11ef061be8a8babd0e97cbca2b6f2db772b28d976578d236fb3512,Trickbot,56,44,56,0.000085,13
3cfe30e5fc6837e87766443e6606cfb1143a5cf2a843b01974eae68ecca55233,Emotet,199,78,199,0.000332,
3d05e809c6eeb4b8f6b619cb7328e4325affd820b15a65a9e19be2f04420834a,Trickbot,8,8,8,0.000021,
3d11c565607fdf8ed2c9202a71bf5c427660ad8a09876b94fbfd9898d2d88b19,Emotet,277,184,277,0.000407,
3d2ecefff0dd1283a663019cf4580b2e89540927c09958a13cfa14026d53f44f,Emotet,1093,978,1093,0.002052,
3d57b2853a4512bf4a23d29743b557d355da3fcec2a7fdab3e11c7c3f9ae80fd,Emotet,53,33,53,0.000077,
3d95491983e0cf082347db240f79b683cc759f9ae9a636d0320f135a1d16aa2a,Emotet,151,132,151,0.000254,
3da17f6030941bcb5d203e1a21d164c7b1e77399178e6d0afcca08c7b8327696,Trickbot,74,61,74,0.000144,
3db33689e1b2ff7c927f0ce4d6d6e38f5499d927ce5b3c421045d566007e6e7d,Trickbot,1487,894,1487,0.002227,
3db625dacaa18ffa02c9cd8e59d21f2938fbc20ec463c63dd9d58211fbb07c80,Emotet,281,192,281,0.000402,
3db65531ae54c0eae1df823c1402896181454a0f13c059952991a6e6722ecb87,Trickbot,74,61,74,0.000109,16
3dc35d36f27ff8335a485cabb56715d750613dcfb1e197367fa298d296e160a8,Emotet,1103,984,1103,0.001972,
3dffc6fbd5f063f2fb4ad1c610d900ad92107f4832889b0fa413da470426a15e,Emotet,19,15,19,0.000039,
